Clientes;Contato;Status;Atendido por;Data
OASIS PRODUTOS CERAMICOS LTDA;	Patricia - Oasis Bedore;Concluído;Renato Almeida;2026-02-04T12:03:32.266Z
PAULO CEZAR CAETANO LTDA;	Paulo Cezar;Concluído;RAFAELLA TEUDSCHBEIN;2026-02-05T14:04:27.533Z
PAULO CEZAR CAETANO LTDA;	Paulo Cezar;Concluído;RAFAELLA TEUDSCHBEIN;2026-02-03T17:03:07.494Z
PAULO CEZAR CAETANO LTDA;	Paulo Cezar;Concluído;RAFAELLA TEUDSCHBEIN;2026-02-03T14:48:05.524Z
PAULO CEZAR CAETANO LTDA;	Paulo Cezar;Concluído;RAFAELLA TEUDSCHBEIN;2026-02-03T18:02:16.077Z
PAULO CEZAR CAETANO LTDA;	Paulo Cezar;Concluído;Rafael Lopes Cardoso;2026-02-03T17:28:38.439Z
PAULO CEZAR CAETANO LTDA;	Paulo Cezar;Concluído;Rafael Lopes Cardoso;2026-02-02T19:36:57.177Z
PAULO CEZAR CAETANO LTDA;	Paulo Cezar;Concluído;Jessica Rodrigues;2026-02-02T14:01:21.105Z
PAULO CEZAR CAETANO LTDA;	Paulo Cezar;Concluído;Rafael Lopes Cardoso;2026-02-02T19:02:48.816Z
PAULO CEZAR CAETANO LTDA;	Paulo Cezar;Concluído;Jessica Rodrigues;2026-02-02T16:50:15.805Z
AFC SERVICOS ADM LTDA,AF SERVICOS ADM LTDA,MAGALHAES COMERCIO E ACABAMENTOS LTDA,APORE GESSO LTDA;	Paulo S. Magalhães (Grupo Casa de Gesso);Concluído;Renato Almeida;2026-02-04T17:41:11.102Z
AFC SERVICOS ADM LTDA,AF SERVICOS ADM LTDA,MAGALHAES COMERCIO E ACABAMENTOS LTDA,APORE GESSO LTDA;	Paulo S. Magalhães (Grupo Casa de Gesso);Concluído;Renato Almeida;2026-02-04T20:56:03.937Z
AFC SERVICOS ADM LTDA,AF SERVICOS ADM LTDA,MAGALHAES COMERCIO E ACABAMENTOS LTDA,APORE GESSO LTDA;	Paulo S. Magalhães (Grupo Casa de Gesso);Concluído;Renato Almeida;2026-02-05T13:47:26.595Z
GAOSERV SERVICOS GERAIS LTDA,GAOSEG SERVICOS DE SEGURANCA E VIGILANCIA LTDA,APOIO OPERACIONAL MONITORAMENTO PATRIMONIAL LTDA;	Poliana GAOSEG;Concluído;Angela de Sousa Moreira;2026-02-04T17:52:18.981Z
GAOSERV SERVICOS GERAIS LTDA,GAOSEG SERVICOS DE SEGURANCA E VIGILANCIA LTDA,APOIO OPERACIONAL MONITORAMENTO PATRIMONIAL LTDA;	Poliana GAOSEG;Concluído;Angela de Sousa Moreira;2026-02-04T17:44:35.423Z
MIRODI EMPREENDIMENTOS E PARTICIPACOES LTDA.,MIROXIS EMPREENDIMENTOS E PARTICIPACOES SA;	Rejane - Miroxis e Mirodi;Concluído;Anderson Silva;2026-02-02T14:14:57.428Z
ROSELA STORE COMERCIO LTDA;	Rogerio (Rosela Fernandes);Concluído;Julia Christina Sousa da Silva;2026-02-02T20:31:16.148Z
GAOSERV SERVICOS GERAIS LTDA,GAOSEG SERVICOS DE SEGURANCA E VIGILANCIA LTDA,APOIO OPERACIONAL MONITORAMENTO PATRIMONIAL LTDA;	Sandra Gaoseg;Concluído;Angela de Sousa Moreira;2026-02-04T17:04:26.024Z
GAOSERV SERVICOS GERAIS LTDA,GAOSEG SERVICOS DE SEGURANCA E VIGILANCIA LTDA,APOIO OPERACIONAL MONITORAMENTO PATRIMONIAL LTDA;	Sandra Gaoseg;Concluído;Angela de Sousa Moreira;2026-02-02T18:59:12.529Z
GAOSERV SERVICOS GERAIS LTDA,GAOSEG SERVICOS DE SEGURANCA E VIGILANCIA LTDA,APOIO OPERACIONAL MONITORAMENTO PATRIMONIAL LTDA;	Sandra Gaoseg;Concluído;Angela de Sousa Moreira;2026-02-02T18:08:51.869Z
GAOSERV SERVICOS GERAIS LTDA,GAOSEG SERVICOS DE SEGURANCA E VIGILANCIA LTDA,APOIO OPERACIONAL MONITORAMENTO PATRIMONIAL LTDA;	Sandra Gaoseg;Concluído;Angela de Sousa Moreira;2026-02-02T17:00:23.959Z
GAOSERV SERVICOS GERAIS LTDA,GAOSEG SERVICOS DE SEGURANCA E VIGILANCIA LTDA,APOIO OPERACIONAL MONITORAMENTO PATRIMONIAL LTDA;	Sandra Gaoseg;Concluído;Anderson Silva;2026-02-02T14:58:55.737Z
GAOSERV SERVICOS GERAIS LTDA,GAOSEG SERVICOS DE SEGURANCA E VIGILANCIA LTDA,APOIO OPERACIONAL MONITORAMENTO PATRIMONIAL LTDA;	Sandra Gaoseg;Concluído;Anderson Silva;2026-02-04T14:38:54.733Z
GAOSERV SERVICOS GERAIS LTDA,GAOSEG SERVICOS DE SEGURANCA E VIGILANCIA LTDA,APOIO OPERACIONAL MONITORAMENTO PATRIMONIAL LTDA;	Sandra Gaoseg;Concluído;Angela de Sousa Moreira;2026-02-04T17:44:00.411Z
GAOSERV SERVICOS GERAIS LTDA,GAOSEG SERVICOS DE SEGURANCA E VIGILANCIA LTDA,APOIO OPERACIONAL MONITORAMENTO PATRIMONIAL LTDA;	Sandra Gaoseg;Concluído;Rafael Lopes Cardoso;2026-02-04T18:35:58.418Z
GAOSERV SERVICOS GERAIS LTDA,GAOSEG SERVICOS DE SEGURANCA E VIGILANCIA LTDA,APOIO OPERACIONAL MONITORAMENTO PATRIMONIAL LTDA;	Sandra Gaoseg;Concluído;Angela de Sousa Moreira;2026-02-02T16:21:58.243Z
MANUNS RESTAURANTE LTDA;	Soraya Saab;Concluído;JANAINA BOMFIM;2026-02-02T13:22:34.413Z
MANUNS RESTAURANTE LTDA;	Soraya Saab;Concluído;JANAINA BOMFIM;2026-02-04T17:53:48.912Z
;	Talita (GPG Construtora);Concluído;Rafael Lopes Cardoso;2026-02-05T14:12:20.745Z
IBRASIL SOLUCOES EM COMUNICACAO VISUAL LTDA,TAMANY COMUNICACAO VISUAL E INTERIORES LTDA;	Tamany Ibrasil;Concluído;Anderson Silva;2026-02-04T13:47:26.986Z
IBRASIL SOLUCOES EM COMUNICACAO VISUAL LTDA,TAMANY COMUNICACAO VISUAL E INTERIORES LTDA;	Tamany Ibrasil;Concluído;Angela de Sousa Moreira;2026-02-02T17:00:35.197Z
IBRASIL SOLUCOES EM COMUNICACAO VISUAL LTDA,TAMANY COMUNICACAO VISUAL E INTERIORES LTDA;	Tamany Ibrasil;Concluído;Angela de Sousa Moreira;2026-02-04T23:15:17.724Z
IBRASIL SOLUCOES EM COMUNICACAO VISUAL LTDA,TAMANY COMUNICACAO VISUAL E INTERIORES LTDA;	Tamany Ibrasil;Concluído;Angela de Sousa Moreira;2026-02-02T17:36:21.740Z
IBRASIL SOLUCOES EM COMUNICACAO VISUAL LTDA,TAMANY COMUNICACAO VISUAL E INTERIORES LTDA;	Tamany Ibrasil;Concluído;Angela de Sousa Moreira;2026-02-04T12:05:01.232Z
IBRASIL SOLUCOES EM COMUNICACAO VISUAL LTDA,TAMANY COMUNICACAO VISUAL E INTERIORES LTDA;	Tamany Ibrasil;Concluído;Angela de Sousa Moreira;2026-02-04T18:54:10.063Z
TAXBASE SERVICOS CONTABEIS LTDA;	Teste Portal do Cliente;Concluído;Fernando Tondelli;2026-02-02T13:22:20.685Z
SGG TRADING SERVICE LTDA;	Tom (SGG);Concluído;JANAINA BOMFIM;2026-02-04T12:58:41.025Z
SGG TRADING SERVICE LTDA;	Tom (SGG);Concluído;Rafael Lopes Cardoso;2026-02-02T20:12:15.065Z
SGG TRADING SERVICE LTDA;	Tom (SGG);Concluído;Rafael Lopes Cardoso;2026-02-02T19:02:53.855Z
BAKER FACTORY EVENTOS LTDA,BAKER EVENTOS LTDA,THE BAKER FACTORY PANIFICADORA E CONFEITARIA LTDA,MY BAKER SUPERFOODS PANIFICADORA LTDA;	Valéria (My Baker);Concluído;Renato Almeida;2026-02-04T20:14:15.608Z
BAKER FACTORY EVENTOS LTDA,BAKER EVENTOS LTDA,THE BAKER FACTORY PANIFICADORA E CONFEITARIA LTDA,MY BAKER SUPERFOODS PANIFICADORA LTDA;	Valéria (My Baker);Concluído;Renato Almeida;2026-02-04T19:30:02.300Z
;	Vanessa BC;Concluído;Angela de Sousa Moreira;2026-02-02T18:49:05.745Z
;	Veronice (Crossclean);Concluído;JANAINA BOMFIM;2026-02-04T14:11:01.949Z
;	Veronice (Crossclean);Concluído;RAFAELLA TEUDSCHBEIN;2026-02-02T20:30:56.806Z
;	Veronice (Crossclean);Concluído;Rafael Lopes Cardoso;2026-02-03T12:59:17.715Z
;	Veronice (Crossclean);Concluído;JANAINA BOMFIM;2026-02-03T16:21:00.581Z
;	Veronice (Crossclean);Concluído;JANAINA BOMFIM;2026-02-03T17:21:00.385Z
;	Veronice (Crossclean);Concluído;JANAINA BOMFIM;2026-02-03T17:29:20.925Z
;	Veronice (Crossclean);Concluído;JANAINA BOMFIM;2026-02-03T19:57:09.594Z
